3.019563990391365	3.0190705400997913	727	9.582173771144074
2.9821354288567137	2.981371428256714	22962	9.48935128024592
2.9741099758230685	2.9782298356031243	25293	6.7149012695943636e-09
2.9741099758221097	2.9750882429495342	28978	5.19535170013542e-09
2.9741099758225955	2.9719466502959446	27856	5.964160033600782e-09
2.9741099758216367	2.9688050576423546	27954	4.352330016209708e-09
2.9434732115418685	2.949955501720816	32563	4.762034735278608e-09
2.9434732115409106	2.946813909067226	19652	3.6330659122236058e-09
2.943473211545215	2.9436723164136365	27855	9.351952244964684e-09
2.9434732115442572	2.9405307237600464	4915	7.995589305555385e-09
2.9434732115432984	2.937389131106457	19655	6.559952187182846e-09
2.9399514104700404	2.934247538452867	13722	3.781584591001502e-09
2.9336303406353026	2.931105945799277	22914	3.3342842184815416
2.9268283794332515	2.927964353145687	31412	7.881198547430902
2.926828351807516	2.9248227604920976	21153	7.881198548097358
2.9213804150121923	2.921681167838508	10533	2.5018081181684662e-08
2.9213804150112335	2.918539575184918	22234	2.22510233607353e-08
2.9092683733733065	2.9122563898777383	21451	2.45991183744264e-08
2.9092683733723477	2.9091147972241487	11316	2.1500568840320674e-08
2.9076513253758214	2.9059732045705586	10644	9.460209639088733e-09
2.8973427235581166	2.8996900192633794	13491	1.410513051370685e-08
2.8973427235571574	2.8965484266097894	21176	1.196634086063256e-08
2.8973427235561995	2.8934068339562	21197	9.903371199760814e-09
2.8928160949081496	2.8902652413026098	28087	1.8264699934584524e-08
2.8894470848881517	2.88712364864902	12541	5.718353134009194
2.8763862692807605	2.8808404633418405	13920	6.551026932989356
2.8678159784483617	2.8776988706882505	8256	6.380276235434899e-09
2.8678159784451864	2.874557278034661	31236	3.4747469274754386e-09
2.8678159784442294	2.8714156853810713	8269	2.578796671288684e-09
2.8678159784485335	2.8682740927274812	8281	6.623583300942802e-09
2.867815978448684	2.8651325000738916	30697	6.785740333228203e-09
2.867815978447725	2.8619909074203016	8277	5.751309127960925e-09
2.8487519138805624	2.858849314766712	4135	6.5552244643114656e-09
2.851264806444701	2.855707722113122	17650	4.664205677165191e-09
2.851264806443743	2.8525661294595324	27404	3.835195949896172e-09
2.8512648064427837	2.8494245368059423	27890	3.0272723085312293e-09
2.8483827286681422	2.8462829441523527	10260	1.1173456433635897e-08
2.8487519138771566	2.843141351498763	7156	3.5214150476193516e-09
2.8512648064451733	2.839999758845173	1266	4.885407671924627e-09
2.825023290247816	2.8368581661915835	5116	4.603496427591641e-09
2.8250232902485197	2.8337165735379934	12278	5.324158243328235e-09
2.8278056126605806	2.830574980884404	6528	4.21165526039781e-09
